inventor_id,name,country
fl:hi_ln:pham-7,Hiep T. Pham,
fl:hi_ln:saito-48,Hiroyuki Saito,
fl:hi_ln:sato-74,Hideo Sato,
fl:hi_ln:sato-86,Hirotsugu Sato,
fl:hi_ln:sekiguchi-16,Hiroshi Sekiguchi,
fl:hi_ln:shimazu-8,Hideto Shimazu,
fl:hi_ln:shirai-4,Hideharu Shirai,
fl:hi_ln:sugiyama-28,Hiroki Sugiyama,
fl:hi_ln:suzuki-63,Hidetoshi Suzuki,
fl:hi_ln:suzuki-87,Hideaki Suzuki,
fl:hi_ln:tabuchi-14,Hisahiro Tabuchi,
fl:hi_ln:tagami-7,Hiroshi Tagami,
fl:hi_ln:taka-3,Hideo Taka,
fl:hi_ln:takagiwa-1,Hiroyuki Takagiwa,
fl:hi_ln:takahara-10,Hideyuki Takahara,
fl:hi_ln:takahashi-102,Hideki Takahashi,
fl:hi_ln:takahashi-78,Hiroshi Takahashi,
fl:hi_ln:takase-13,Hiroshi Takase,
fl:hi_ln:takeuchi-48,Hiroto Takeuchi,
fl:hi_ln:tamaki-17,Hiroto Tamaki,
fl:hi_ln:tamura-4,Hidehiko Tamura,
fl:hi_ln:tanada-3,Hiroki Tanada,
fl:hi_ln:tanaka-117,Hiroshi Tanaka,
fl:hi_ln:tobo-1,Hiroyuki Tobo,
fl:hi_ln:tokita-7,Hiroyuki Tokita,
fl:hi_ln:tominaga-2,Hisaaki Tominaga,
fl:hi_ln:tsujino-3,Hiromichi Tsujino,
fl:hi_ln:uemura-17,Hiroshi Uemura,
fl:hi_ln:watanabe-59,Hiroshi Watanabe,
fl:hi_ln:yamaguchi-20,Hideaki Yamaguchi,
fl:hi_ln:yoshida-49,Hisashi Yoshida,
fl:hi_ln:yoshino-16,Hitoshi Yoshino,
fl:ho_ln:bienert-1,Horst Bienert,
fl:ho_ln:chen-206,Hongkai CHEN,
fl:ho_ln:chen-36,Howard E. Chen,
fl:ho_ln:cheng-29,Hong Cheng,US
fl:ho_ln:chizeck-1,Howard Jay Chizeck,
fl:ho_ln:chung-31,Hoiju Chung,
fl:ho_ln:huang-9,Horng-Chih Huang,
fl:ho_ln:jaeschke-1,Horst Jaeschke,
fl:ho_ln:jia-5,Hong-Qi Jia,US
fl:ho_ln:kong-17,Hongwei Kong,US
fl:ho_ln:lee-440,Hongseok Lee,
fl:ho_ln:marsden-2,Howard A. Marsden,
fl:ho_ln:oh-16,Hokil Oh,
fl:ho_ln:ren-18,Hongqiang Ren,
fl:ho_ln:rothenhofer-1,Horst Rothenhöfer,
fl:ho_ln:schroter-2,Holger Schroter,
fl:ho_ln:sedlak-1,Holger Sedlak,
fl:ho_ln:silver-2,Howard F. Silver,
fl:ho_ln:simionescu-1,Horia Simionescu,
fl:ho_ln:smith-17,Howard Ian SMITH,
fl:ho_ln:sohn-9,Hosung Sohn,
fl:ho_ln:sommerfeld-1,Howard Sommerfeld,
fl:ho_ln:tan-31,Hong Tan,
fl:ho_ln:tseng-7,Horng-Huei Tseng,
fl:ho_ln:vonhayn-2,Holger VonHayn,
fl:ho_ln:wunsch-1,Horst Wunsch,
fl:ho_ln:zhang-121,Hong Zhang,
fl:ho_ln:zhang-135,Hongrong Zhang,
fl:ho_ln:zhang-3,Hongjun Zhang,
fl:hs_ln:chen-191,Hsueh-Chung Chen,US
fl:hs_ln:hsiao-7,Hsu-Liang Hsiao,
fl:hs_ln:lin-9,Hsing-Lien Lin,
fl:hs_ln:tseng-87,Hsien-Hua Tseng,
fl:hu_ln:hammad-1,Hussain I. Hammad,
fl:hu_ln:hoppe-1,Hugues Hoppe,
fl:hu_ln:huang-157,Hui Huang,
fl:hu_ln:li-140,Hua Li,
fl:hu_ln:li-292,Huijun Li,
fl:hu_ln:liao-51,Hui Liao,
fl:hu_ln:lin-165,Huan Lin,
fl:hu_ln:lin-297,Hui LIN,
fl:hu_ln:sun-39,Huifang Sun,US
fl:hu_ln:thompson-4,Hugh A. Thompson,
fl:hu_ln:wang-138,Hua Wang,
fl:hu_ln:wang-152,Hua Wang,
fl:hu_ln:xia-14,Huai Ying Xia,
fl:hu_ln:zhao-18,Huasheng Zhao,
fl:hw_ln:kim-85,Hwi Kim,
fl:hw_ln:lee-145,HwiDeuk Lee,
fl:hy_ln:chae-15,Hyun Joong Chae,
fl:hy_ln:jeong-52,Hye Won Jeong,
fl:hy_ln:kang-159,Hyun Chul KANG,
fl:hy_ln:kim-1315,Hyungtae Kim,
fl:hy_ln:kim-317,Hyeong Jun Kim,
fl:hy_ln:kwon-188,Hyuk Joon Kwon,
fl:hy_ln:lee-254,Hyun Chul Lee,
fl:hy_ln:lee-398,Hyun Woo Lee,
fl:hy_ln:lee-963,Hyunho Lee,
fl:hy_ln:lim-49,Hyo Joon Lim,
fl:hy_ln:seo-106,Hyeongmin SEO,
fl:hy_ln:seo-96,Hyungtae SEO,
fl:hy_ln:yoo-13,Hyung Ju Yoo,
fl:ia_ln:buckley-2,Ian S. Buckley,
fl:ia_ln:hunt-2,Ian Strider Hunt,
fl:ia_ln:oliver-4,Ian Justin Oliver,
fl:ic_ln:sawamura-2,Ichiro Sawamura,
fl:ic_ln:suehiro-2,Ichiro Suehiro,
fl:ic_ln:tachino-1,Ichiro Tachino,
fl:ig_ln:kabiljo-1,Igor Kabiljo,
fl:ig_ln:peidous-1,Igor Peidous,US
fl:ig_ln:skvirsky-1,Igor Skvirsky,
fl:ik_ln:matsumoto-1,Ikuo Matsumoto,
fl:ik_ln:saiki-2,Ikuo Saiki,
fl:il_ln:paz-1,Ilan Paz,
fl:il_ln:song-7,Il Young Song,
fl:in_ln:geuens-1,Ingrid Geuens,
fl:in_ln:isaacs-1,Indu Isaacs,US
fl:in_ln:lim-12,In Gi Lim,
fl:in_ln:park-17,In Sung Park,
fl:in_ln:prakash-1,Indra Prakash,
fl:in_ln:stuckert-1,Ines C. Stuckert,
fl:in_ln:tortorelli-1,Innocenzo Tortorelli,
fl:ir_ln:fung-1,Irene Fung,
fl:ir_ln:parchamazad-1,Iraj Parchamazad,
fl:ir_ln:smith-1,Irl W. Smith,US
fl:is_ln:amonou-1,Isabelle Amonou,
fl:is_ln:chanclon-1,Ismael Chanclon,
fl:is_ln:cohen-2,Isaac Cohen,
fl:is_ln:dulin-1,Isaac Dulin,US
fl:is_ln:goldberg-4,Isaac Goldberg,
fl:is_ln:iwasaki-2,Isao Iwasaki,
fl:is_ln:kobayashi-4,Isao Kobayashi,
fl:is_ln:kubo-3,Isao Kubo,
fl:is_ln:lakkis-1,Ismail Lakkis,
fl:is_ln:lieberman-3,Isador H. Lieberman,
fl:is_ln:sharma-1,Ishani Sharma,
fl:is_ln:takobe-1,Isao Takobe,
fl:it_ln:bustan-1,Itamar Bustan,
fl:it_ln:gurantz-1,Itzhak Gurantz,
fl:it_ln:vishnia-1,Itai Vishnia,US
fl:iv_ln:arango-1,Iván D. Arango,
fl:iv_ln:jager-2,Ivo Ruben Willem Jager,
fl:iv_ln:lobatohoyos-1,Ivan Pedro Lobato Hoyos,
fl:iv_ln:loretz-1,Ives D. Loretz,
fl:iv_ln:osorio-1,Ivan Osorio,
fl:iv_ln:rezanka-1,Ivan Rezanka,US
fl:iw_ln:aoki-1,Iwao Aoki,
fl:iy_ln:sakhnini-1,Iyab Issam Sakhnini,
fl:j._ln:dooley-1,J. G. Dooley,
fl:j._ln:galloway-1,J. Andrew Galloway,
fl:j._ln:smith-43,J. Daniel Smith,
fl:j._ln:terrell-2,"J. Richard Terrell, II",
fl:ja_ln:ambati-1,Jayakrishna Ambati,
fl:ja_ln:andersson-5,Jan Andersson,
fl:ja_ln:ashley-3,James P. Ashley,
fl:ja_ln:barchas-1,Jack D. Barchas,
fl:ja_ln:bennett-19,James D. Bennett,
fl:ja_ln:besehanic-1,Jan Besehanic,
fl:ja_ln:bienstman-1,Jan Bienstman,
fl:ja_ln:billmaier-2,James A. Billmaier,
fl:ja_ln:birk-2,Janel A. Birk,
fl:ja_ln:blackmon-4,James B. Blackmon,
fl:ja_ln:boggs-2,Janet Boggs,
fl:ja_ln:bolmgren-1,Jan Bolmgren,
fl:ja_ln:brauker-1,James H. Brauker,
fl:ja_ln:bryzek-2,Janusz Bryzek,
fl:ja_ln:bullock-2,Jared Bullock,
fl:ja_ln:busby-3,James S. Busby,
fl:ja_ln:carter-48,James M. Carter,
fl:ja_ln:cassoli-2,Jair CASSOLI,
fl:ja_ln:chang-77,Jack Yang Chang,
fl:ja_ln:chein-1,Jason Shih Shen Chein,
fl:ja_ln:chen-142,Jacky Chen,
fl:ja_ln:choi-156,Jaeman Choi,
fl:ja_ln:conley-4,James R. Conley,
fl:ja_ln:cooper-27,James L. Cooper,
fl:ja_ln:debilzen-1,James A. Debilzen,
fl:ja_ln:delker-2,Jason R. Delker,
fl:ja_ln:dray-1,James R. Dray,
fl:ja_ln:faller-4,James Faller,
fl:ja_ln:faulkner-7,Jason Thomas Faulkner,
fl:ja_ln:fedon-1,Jason Craig Fedon,US
fl:ja_ln:feine-1,James Feine,
fl:ja_ln:files-4,Jace W. Files,
fl:ja_ln:fleischer-1,James F. Fleischer,US
fl:ja_ln:gilhooly-1,James Albert Gilhooly,US
fl:ja_ln:gill-22,Jaspal S. Gill,
fl:ja_ln:gilley-1,Jason Corbett Gilley,
fl:ja_ln:godfrey-3,Jason Godfrey,
fl:ja_ln:gurley-1,Jason Scott Gurley,
fl:ja_ln:hanlon-8,James G. Hanlon,
fl:ja_ln:harland-1,Jason Alexander Harland,
fl:ja_ln:heath-14,Jan Heath,
fl:ja_ln:heath-9,James E. Heath,
fl:ja_ln:hillis-4,James Hillis,
fl:ja_ln:hormuzdiar-1,James Noshir Hormuzdiar,US
fl:ja_ln:hovis-1,James E. Hovis,
fl:ja_ln:howell-19,James HOWELL,
fl:ja_ln:hundertmark-1,James M. Hundertmark,
fl:ja_ln:hunt-4,Jay J. Hunt,
fl:ja_ln:hwang-17,Jae Youn HWANG,
fl:ja_ln:jackson-2,Janet Karen H. Jackson,US
fl:ja_ln:jang-113,Jaehyuk Jang,
fl:ja_ln:johnson-28,Jay J. Johnson,
fl:ja_ln:judkowitz-1,Jay Judkowitz,
fl:ja_ln:junell-2,Jari Junell,
fl:ja_ln:jurmain-1,Jacob Curtis Jurmain,US
fl:ja_ln:juto-1,Jan-Erik Juto,
fl:ja_ln:kalb-2,Jamie Kalb,
fl:ja_ln:kang-49,Jae-Won Kang,
fl:ja_ln:kennedy-20,James M. Kennedy,
fl:ja_ln:kenney-8,James J. Kenney,
fl:ja_ln:kong-3,Jackson Chung Peng Kong,
fl:ja_ln:kroll-3,James M. Kroll,
fl:ja_ln:land-1,James Land,
fl:ja_ln:larson-9,James R. Larson,
fl:ja_ln:lee-305,James S. W. Lee,
fl:ja_ln:lee-489,Jae Gon Lee,
fl:ja_ln:lepow-1,Jacqueline V. Lepow,
fl:ja_ln:lewin-2,Jason Lewin,US
fl:ja_ln:lim-121,Jaewon Lim,
fl:ja_ln:lindenauer-1,Jay Lindenauer,
fl:ja_ln:macglashan-1,James MacGlashan,
fl:ja_ln:mangs-2,Jan-Erik Mångs,
fl:ja_ln:mccauley-4,James A. McCauley,US
fl:ja_ln:mcnamara-1,Jason McNamara,
fl:ja_ln:meller-2,Jarek Meller,
fl:ja_ln:meyer-32,James A. Meyer,
fl:ja_ln:mohr-1,Jan-Hendrik Mohr,
fl:ja_ln:mooney-3,James T. Mooney,
fl:ja_ln:morris-11,James E. Morris,
fl:ja_ln:morris-21,James F. Morris,
fl:ja_ln:morton-10,James Morton,
fl:ja_ln:nicoletti-1,James W. Nicoletti,US
fl:ja_ln:oman-1,Jamie D. Oman,
fl:ja_ln:pickell-1,James R. Pickell,
fl:ja_ln:pinkava-1,Jan J. Pinkava,
fl:ja_ln:plogsties-1,Jan Plogsties,
fl:ja_ln:remington-3,James A. Remington,
fl:ja_ln:rickard-3,Janet Elizabeth Rickard,
fl:ja_ln:roberts-49,Jason Roberts,
fl:ja_ln:roth-24,Jason Roth,
fl:ja_ln:royston-2,James M. Royston,
fl:ja_ln:sabde-1,Jagdish Sabde,
fl:ja_ln:schukat-1,Jan Schukat,
fl:ja_ln:shanklin-3,James T. Shanklin,
fl:ja_ln:sim-43,Jae-Hwang Sim,
fl:ja_ln:singh-14,Jaswant Singh,
fl:ja_ln:singh-70,Jagar Singh,
fl:ja_ln:sombrin-1,Jacques Sombrin,
fl:ja_ln:spain-1,Jason T. Spain,
fl:ja_ln:sproch-2,James David Sproch,
fl:ja_ln:staron-3,James A. Staron,
fl:ja_ln:steinbach-2,Jan Steinbach,
fl:ja_ln:storch-2,James C. Storch,
fl:ja_ln:strom-1,James D. Strom,
fl:ja_ln:strum-1,Jay Copeland Strum,
fl:ja_ln:sung-30,Janmye Sung,
fl:ja_ln:surman-1,James J. Surman,
fl:ja_ln:takahashi-1,James M. Takahashi,
fl:ja_ln:tanner-13,James Tanner,
fl:ja_ln:thais-1,James W. Thais,
fl:ja_ln:thompson-32,James M. Thompson,
fl:ja_ln:tilk-3,Jason Tilk,
fl:ja_ln:tomaszewski-2,James Tomaszewski,
fl:ja_ln:tour-1,James M. Tour,
fl:ja_ln:walsh-9,James E. Walsh,
fl:ja_ln:wark-1,James M. Wark,
fl:ja_ln:west-37,Jay Matthew West,US
fl:ja_ln:whayne-1,James G. Whayne,
fl:ja_ln:wyatt-9,Jacqueline Wyatt,
fl:ja_ln:young-29,James A. Young,
fl:ja_ln:zhang-9,Jack Zhang,US
fl:je_ln:andle-1,Jeffrey C. Andle,US
fl:je_ln:andrew-4,Jennifer S. Andrew,
fl:je_ln:arnett-3,Jeffery Arnett,
fl:je_ln:artis-1,Jean-Paul Artis,
fl:je_ln:bataillou-1,Jeremy Bataillou,
fl:je_ln:bell-2,"Jerome R. Bell, Jr.",
fl:je_ln:bernard-11,Jean-Rene Bernard,
fl:je_ln:bernstein-6,Jeffrey Traer Bernstein,
fl:je_ln:bouchard-12,Jean-Pierre Bouchard,
fl:je_ln:bouchet-6,Jean Bouchet,
fl:je_ln:brede-1,Jeffrey Brede,
fl:je_ln:brown-35,Jeffrey L. Brown,
fl:je_ln:browne-8,Jeffrey M. Browne,
fl:je_ln:burke-8,Jeremy Burke,
fl:je_ln:camdessanche-1,Jean-Philippe Camdessanche,
fl:je_ln:canaday-1,Jessica Canaday,
fl:je_ln:canady-1,Jerome Canady,
fl:je_ln:cernohous-1,Jeffrey Jacob Cernohous,
fl:je_ln:changeux-1,Jean-Pierre Changeux,
fl:je_ln:cho-36,Jeongju Cho,US
fl:je_ln:choi-156,Jeong Choi,
fl:je_ln:choi-168,Jeong-Wan Choi,
fl:je_ln:cornish-1,Jeffrey R. Cornish,
fl:je_ln:dennes-1,Jeff Dennes,
fl:je_ln:diard-1,Jean-Luc Diard,
fl:je_ln:dicorpo-2,Jeffrey DiCorpo,
fl:je_ln:dotson-5,Jeffery M. Dotson,
fl:je_ln:dubois-15,Jerome Dubois,US
fl:je_ln:duchemin-2,Jean-Pierre Duchemin,
fl:je_ln:dykstra-2,Jeffrey A. Dykstra,
fl:je_ln:eubanks-1,Jeremy D. Eubanks,
fl:je_ln:folkins-2,Jeffrey J. Folkins,
fl:je_ln:friedt-2,Jean-Michel Friedt,
fl:je_ln:gaspard-1,Jean-Yves Gaspard,
fl:je_ln:gudas-1,Jean Gudas,
fl:je_ln:guillory-1,Jeanne Guillory,
fl:je_ln:hawkins-10,Jeffrey C. Hawkins,
fl:je_ln:heroux-2,Jean Benoit Heroux,
fl:je_ln:hontz-4,Jeffrey W. Hontz,
fl:je_ln:ihde-2,Jeffery R. Ihde,
fl:je_ln:jacquinet-1,Jean-Claude Jacquinet,
fl:je_ln:ji-5,Jeong-Beom Ji,
fl:je_ln:juliaa-1,Jean-François Juliaa,
fl:je_ln:kessler-2,Jeffrey Kessler,
fl:je_ln:kim-52,Jee-Ho Kim,
fl:je_ln:labate-1,Jesse Alan Labate,
fl:je_ln:lee-140,Je Tae Lee,
fl:je_ln:lee-183,Jeong Hee Lee,
fl:je_ln:lee-610,Jeongho Lee,
fl:je_ln:liebler-1,Jerome E. Liebler,
fl:je_ln:lipari-2,Jeffrey S. Lipari,
fl:je_ln:lloyd-13,Jeff Lloyd,
fl:je_ln:machtig-1,Jeffrey S. Machtig,
fl:je_ln:malick-1,Jeremy John Malick,
fl:je_ln:marescot-2,Jean-Baptiste Marescot,
fl:je_ln:merino-1,Jean-Francois Merino,
fl:je_ln:merit-1,Jeffrey E. Merit,
fl:je_ln:meyer-36,Jesse Meyer,US
fl:je_ln:nicoulaud-1,Jean R. Nicoulaud,
fl:je_ln:ok-3,Jerry Ok,
fl:je_ln:olson-2,Jessica E. C. Olson,
fl:je_ln:park-314,Jeongho Park,
fl:je_ln:parker-34,Jeremy Parker,US
fl:je_ln:perez-5,Jesus Manuel Perez,
fl:je_ln:peterson-27,Jeffrey M. Peterson,
fl:je_ln:powers-14,Jeffrey E. Powers,
fl:je_ln:raynor-3,Jeff Raynor,
fl:je_ln:reynolds-3,Jennifer Ann Reynolds,
fl:je_ln:rho-6,Jeong Hee Rho,
fl:je_ln:robichaux-2,Jerry D. Robichaux,
fl:je_ln:saltzman-2,Jeff Saltzman,
fl:je_ln:satterfield-2,Jesse Clay Satterfield,
fl:je_ln:schmidt-12,Jeffrey C. Schmidt,
fl:je_ln:schueler-1,Jeremy R. Schueler,
fl:je_ln:schull-1,Jerome W. Schull,
fl:je_ln:sukman-1,Jesse D. Sukman,US
fl:je_ln:teng-8,Jennifer Teng,
fl:je_ln:titera-1,Jerry Titera,
fl:je_ln:trembley-1,Jean-Philippe Trembley,
fl:je_ln:trull-2,Jeffrey E. Trull,
fl:je_ln:tseng-25,Jermyn Tseng,
fl:je_ln:valko-2,Jeffrey J. Valko,
fl:je_ln:wailes-2,Jeffrey Steven Wailes,
fl:je_ln:ward-40,Jessica L. Ward,
fl:je_ln:whitehead-3,Jeffrey Whitehead,US
fl:je_ln:wie-3,Jeahyuk Wie,
fl:je_ln:williams-52,Jeffrey Williams,
fl:je_ln:windom-1,Jeff J. Windom,
fl:jh_ln:sze-1,Jhy-Jyi Sze,
fl:ji_ln:babej-1,Jiri Babej,
fl:ji_ln:cao-188,Jiannong Cao,
fl:ji_ln:chen-181,Jian Chen,
fl:ji_ln:cho-16,Jin Kyeom Cho,
fl:ji_ln:choi-244,Jinsung Choi,
fl:ji_ln:choi-250,Jiyoung Choi,
fl:ji_ln:choi-256,Jin Soo Choi,
fl:ji_ln:choi-278,Jinsoo CHOI,
fl:ji_ln:clayton-2,Jimmy L. Clayton,
fl:ji_ln:ding-132,Jianxin Ding,
fl:ji_ln:dong-38,Jiayong DONG,
fl:ji_ln:estill-1,Jim Estill,
fl:ji_ln:fischer-1,Jim Fischer,
fl:ji_ln:gao-139,Jian Gao,
fl:ji_ln:goldenberg-1,Jill F. Goldenberg,US
fl:ji_ln:gu-59,Ji-An Gu,
fl:ji_ln:guo-108,Jiming Guo,
fl:ji_ln:han-160,Jianping Han,
fl:ji_ln:huang-365,Jiacheng Huang,
fl:ji_ln:jeong-87,Ji Hoon Jeong,
fl:ji_ln:jia-5,Jian-Shi Jia,
fl:ji_ln:jiang-83,Jiahui Jiang,
fl:ji_ln:jiang-95,Jing Jiang,
fl:ji_ln:jing-30,Jianfen JING,
fl:ji_ln:jung-111,Ji Eun Jung,
fl:ji_ln:kang-205,Jiwon Kang,
fl:ji_ln:kim-273,Jin-Ki Kim,
fl:ji_ln:kim-351,Jin Woo Kim,
fl:ji_ln:lee-130,Jiyoun Lee,
fl:ji_ln:lee-73,Ji Hyun Lee,
fl:ji_ln:li-411,Jian Li,
fl:ji_ln:li-683,Jianying Li,
fl:ji_ln:li-73,Jianghua Li,
fl:ji_ln:liu-177,Jianyi Liu,
fl:ji_ln:liu-512,Jinbo Liu,
fl:ji_ln:liu-682,Jingfeng Liu,
fl:ji_ln:luo-68,Jialong Luo,
fl:ji_ln:machacek-1,Jiri Machacek,
fl:ji_ln:mathur-1,Jia Mathur,US
fl:ji_ln:mccullough-1,Jimmy D. McCullough,
fl:ji_ln:min-39,Jinki Min,
fl:ji_ln:olson-2,Jill Olson,
fl:ji_ln:pang-35,Ji Hwan Pang,
fl:ji_ln:park-190,Jin-Sung Park,
fl:ji_ln:park-337,Jintaek Park,
fl:ji_ln:ru-3,Jifeng Ru,US
fl:ji_ln:son-2,Ji Won Son,
fl:ji_ln:sun-388,Jianxun Sun,
fl:ji_ln:tong-21,Jiancheng Tong,
fl:ji_ln:wakjira-1,Jillcha F. Wakjira,
fl:ji_ln:wang-702,Jian Wang,
fl:ji_ln:wang-708,Jianguo Wang,
fl:ji_ln:wang-737,Jianglin Wang,
fl:ji_ln:wu-468,Jianlong Wu,
fl:ji_ln:xiao-125,Jing Xiao,
fl:ji_ln:xiao-71,Jie Xiao,
fl:ji_ln:yan-33,Jianfei Yan,
fl:ji_ln:yang-316,Jianhua Yang,
fl:ji_ln:yao-54,Jimmin Yao,
fl:ji_ln:yong-12,Jinfeng Yong,
fl:ji_ln:yu-367,Jian Yu,
fl:ji_ln:zhang-448,Jianjun Zhang,
fl:ji_ln:zhang-632,Jian Zhang,
fl:ji_ln:zhao-226,Jian Zhao,
fl:ji_ln:zhong-18,Jingguang Zhong,
fl:ji_ln:zhu-372,Jianyu Zhu,
fl:ji_ln:zhu-375,Jiangli Zhu,
fl:ji_ln:zhu-407,Jiarui Zhu,
fl:jo_ln:ahn-116,Joon Kui Ahn,
fl:jo_ln:arvan-1,John Arvan,US
fl:jo_ln:atkinson-24,Jonathan Richard Atkinson,
fl:jo_ln:au-3,Joanna F. Au,US
fl:jo_ln:avery-4,John Avery,US
fl:jo_ln:azevedo-4,Jose Azevedo,US
fl:jo_ln:baker-24,John Maxwell Baker,
fl:jo_ln:baker-78,Jonathan M. Baker,
fl:jo_ln:bakermans-1,Johannes C. W. Bakermans,
fl:jo_ln:baldridge-2,John W. Baldridge,
fl:jo_ln:bellanca-1,John J. Bellanca,
fl:jo_ln:bergman-17,Johan Bergman,
fl:jo_ln:black-17,John Black,
fl:jo_ln:blaney-1,Joseph E. Blaney,
fl:jo_ln:bosson-3,Jorgen Bosson,
fl:jo_ln:boswell-7,John Boswell,
fl:jo_ln:bouharb-1,Joseph Bou Harb,
fl:jo_ln:brettschneider-1,Johannes Brettschneider,
fl:jo_ln:brown-47,John R. Brown,
fl:jo_ln:brown-72,Jonathan W. Brown,
fl:jo_ln:buchalo-1,John Edward Buchalo,
fl:jo_ln:bulman-3,Jospeh G. Bulman,
fl:jo_ln:buysman-2,John Jason Buysman,
fl:jo_ln:cambier-1,John C. Cambier,
fl:jo_ln:canning-6,John Canning,
fl:jo_ln:capriotti-1,Joseph A. Capriotti,
fl:jo_ln:carter-28,John L. Carter,
fl:jo_ln:castinado-1,Joseph Benjamin Castinado,
fl:jo_ln:chaiken-1,Joseph Chaiken,
fl:jo_ln:chen-104,Johnson Chen,
fl:jo_ln:childers-6,Joseph Childers,
fl:jo_ln:choe-20,Joon Yong Choe,
fl:jo_ln:choi-13,Jong-Deok Choi,US
fl:jo_ln:choi-83,Jong Hwa CHOI,
fl:jo_ln:clausen-4,Jorgen Mads Clausen,
fl:jo_ln:come-2,Jon Come,US
fl:jo_ln:conrad-13,Jonathan M. Conrad,
fl:jo_ln:cottrell-4,John S. Cottrell,
fl:jo_ln:dahlquist-3,John C. Dahlquist,
fl:jo_ln:dalton-24,Jonathan Dalton,
fl:jo_ln:daniel-22,John Daniel,
fl:jo_ln:daraabrams-1,Joseph Alexander Dara-Abrams,
fl:jo_ln:darcy-5,John Darcy,
fl:jo_ln:daub-3,Jonathan Daub,
fl:jo_ln:dekoning-4,Johannes J.M. de Koning,
fl:jo_ln:didonato-6,"Joseph S. DiDonato, Jr.",US
fl:jo_ln:dondero-1,John Dondero,
fl:jo_ln:drynan-1,John M. Drynan,
fl:jo_ln:dunn-16,John Dunn,
fl:jo_ln:eckrich-2,Jörg Eckrich,
fl:jo_ln:edwards-71,Joshua Edwards,
fl:jo_ln:eeles-1,John William Eeles,
fl:jo_ln:eilers-3,Jörg Eilers,
fl:jo_ln:ellenberger-2,Jonathan Ellenberger,US
fl:jo_ln:fant-3,John Fant,
fl:jo_ln:favre-1,John A. Favre,
fl:jo_ln:ferguson-12,John R. Ferguson,
fl:jo_ln:ferguson-40,Joseph D. Ferguson,
fl:jo_ln:ferrerbeltran-2,Jose M. Ferrer Beltran,
fl:jo_ln:friden-1,Jonas Fridén,
fl:jo_ln:friedmann-4,Jonathan Friedmann,
fl:jo_ln:geens-2,Johan GEENS,
fl:jo_ln:gibb-4,John Gibb,
fl:jo_ln:giurtino-1,Joel F. Giurtino,
fl:jo_ln:glanz-1,Jonathan Glanz,
fl:jo_ln:godbaz-1,John Peter Godbaz,
fl:jo_ln:golden-4,John B. Golden,US
fl:jo_ln:goodwin-26,"John C. Goodwin, III",
fl:jo_ln:gorman-17,"Joseph H. Gorman, III",US
fl:jo_ln:goshinska-1,"John D. Goshinska, Jr.",
fl:jo_ln:green-68,Joseph C. Green,
fl:jo_ln:griffith-12,John D. Griffith,
fl:jo_ln:guajardomerchan-1,Jorge Guajardo Merchan,
fl:jo_ln:hale-6,Joseph F. Hale,
fl:jo_ln:hammer-10,Jonathan B. Hammer,
fl:jo_ln:heinke-1,Joel Heinke,
fl:jo_ln:hemminghaus-1,John W. Hemminghaus,
fl:jo_ln:hershey-2,John R. Hershey,US
fl:jo_ln:hessler-2,John Hessler,
fl:jo_ln:hogg-6,"John S. Hogg, Jr.",
fl:jo_ln:hull-9,Jonathan J. Hull,
fl:jo_ln:hunt-4,John J. Hunt,
fl:jo_ln:hurd-5,John Hurd,
fl:jo_ln:jangam-1,John Samuel Dilip Jangam,
fl:jo_ln:jarvela-1,Jorma Järvelä,
fl:jo_ln:jung-23,Joon-Young Jung,
fl:jo_ln:kablotsky-1,Joshua Kablotsky,US
fl:jo_ln:kamieniecki-1,John Kamieniecki,US
fl:jo_ln:kang-44,Jong Hyuk KANG,
fl:jo_ln:kelemen-1,Jozsef Kelemen,
fl:jo_ln:ketchum-2,John W. Ketchum,US
fl:jo_ln:kim-196,Jong Ho Kim,
fl:jo_ln:kim-505,Jonggap Kim,
fl:jo_ln:kim-725,Jongseok Kim,
fl:jo_ln:klein-41,Joseph T. Klein,US
fl:jo_ln:knapp-2,John E. Knapp,
fl:jo_ln:knoll-13,Jochem Knoll,
fl:jo_ln:koch-19,Jonathan Koch,
fl:jo_ln:kolts-2,John W. Kolts,
fl:jo_ln:kopin-1,Joshua B. Kopin,
fl:jo_ln:krajewski-1,John J. Krajewski,
fl:jo_ln:kramer-17,Joachim Ernst Kramer,
fl:jo_ln:laborde-4,John Laborde,
fl:jo_ln:langan-2,John A. Langan,
fl:jo_ln:lee-178,Jong Young Lee,
fl:jo_ln:lee-213,Jong Gyu Lee,
fl:jo_ln:lee-390,Jong S. Lee,US
fl:jo_ln:lee-413,Jong Ku Lee,
fl:jo_ln:lee-486,Jonathan K. Lee,
fl:jo_ln:lee-493,Jonathan Lee,
fl:jo_ln:lemsky-1,Joseph A. Lemsky,
fl:jo_ln:liskowitz-1,John W. Liskowitz,US
fl:jo_ln:mabry-3,John Dan Mabry,
fl:jo_ln:maeng-10,Joon Maeng,
fl:jo_ln:magnani-4,Joseph Andrew Magnani,
fl:jo_ln:marcinkiewicz-3,Joseph G. Marcinkiewicz,
fl:jo_ln:marsolek-1,John L. Marsolek,
fl:jo_ln:martinezescribano-2,José´Ángel Martínez Escribano,
fl:jo_ln:masterson-8,Joseph Masterson,
fl:jo_ln:matear-1,Jonathan Matear,
fl:jo_ln:matta-2,Joseph E. Matta,
fl:jo_ln:mcconnell-8,John W. McConnell,
